KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
513007051,0,,,279,130,149,32,14,18,244,114,130,178,85,93,231,107,124,66,29,37,22,7,15,1,0,1,122,122,36,40,26,15,5,0,0,86,79,7,6,44,4,9,16
513007052,0,,,942,473,469,137,81,56,793,384,409,629,311,318,740,355,385,164,73,91,75,34,41,11,5,6,431,431,156,139,61,58,12,3,2,266,253,13,40,113,33,35,34
513007053,0,,,1325,668,657,269,150,119,1038,507,531,929,458,471,1007,492,515,109,49,60,46,18,28,5,1,4,614,614,257,138,115,79,19,6,0,355,334,21,116,78,80,19,24
513007054,0,,,1834,840,994,222,110,112,1577,713,864,1245,578,667,1497,675,822,332,135,197,156,55,101,16,8,8,884,883,370,261,149,81,20,2,0,504,486,18,90,194,77,62,73
513007061,0,,,490,246,244,54,24,30,424,213,211,322,172,150,405,205,200,102,41,61,56,21,35,11,8,3,275,275,151,65,34,19,5,1,0,122,117,5,14,74,41,32,23
513007062,0,,,135,63,72,12,7,5,123,56,67,79,37,42,112,48,64,44,19,25,21,9,12,0,0,0,53,53,8,23,13,5,3,0,1,44,37,7,6,27,0,4,10
513007063,0,,,869,453,416,83,43,40,760,393,367,588,320,268,718,377,341,172,73,99,87,38,49,18,8,10,512,512,310,109,54,27,7,2,3,195,175,20,32,122,69,46,37
513007064,0,,,240,109,131,48,25,23,190,83,107,154,69,85,173,77,96,36,14,22,11,2,9,1,0,1,95,95,20,27,30,14,4,0,0,72,67,5,18,24,0,9,7
513007071,0,,,237,110,127,41,20,21,196,90,106,132,60,72,192,89,103,64,30,34,32,12,20,3,1,2,93,91,22,28,23,15,2,1,0,63,53,10,19,31,3,6,9
513007072,0,,,1092,530,562,143,69,74,945,457,488,748,371,377,893,429,464,197,86,111,65,27,38,9,5,4,408,405,112,125,84,55,16,9,4,289,261,28,56,114,16,26,31
513007073,0,,,798,393,405,129,63,66,662,325,337,512,256,256,632,305,327,150,69,81,55,19,36,5,2,3,297,297,55,97,73,41,24,4,3,236,209,27,38,102,7,14,24
513007074,0,,,1729,800,929,208,118,90,1515,677,838,891,393,498,1446,649,797,624,284,340,207,89,118,9,2,7,701,701,142,281,150,87,27,8,6,552,489,63,62,400,11,85,157
513007081,0,,,36,19,17,11,5,6,25,14,11,22,13,9,24,13,11,3,1,2,2,1,1,2,1,1,13,13,3,3,2,4,1,0,0,10,10,0,4,2,1,0,1
513007082,0,,,1255,635,620,180,97,83,1072,536,536,713,380,333,1008,503,505,359,156,203,172,68,104,3,1,2,559,558,196,168,98,64,26,4,2,357,325,32,40,237,60,64,84
513007083,0,,,602,278,324,50,30,20,551,247,304,284,130,154,531,238,293,267,117,150,139,56,83,5,3,2,251,251,49,114,48,24,12,3,1,200,172,28,15,172,2,39,71
513007084,0,,,931,434,497,111,53,58,819,380,439,542,260,282,784,367,417,277,120,157,117,46,71,2,0,2,406,406,110,148,89,41,14,4,0,295,271,24,33,186,13,47,59
513007091,0,,,1039,463,576,133,59,74,906,404,502,508,252,256,859,378,481,398,152,246,226,78,148,2,2,0,429,426,150,131,68,44,22,9,2,276,247,29,35,239,24,98,67
513007093,0,,,1789,860,929,293,167,126,1489,689,800,997,488,509,1427,656,771,492,201,291,247,87,160,1,1,0,753,753,219,233,161,99,29,8,4,532,484,48,99,351,14,122,100
513007094,0,,,181,80,101,18,11,7,163,69,94,80,42,38,157,66,91,83,27,56,40,10,30,0,0,0,103,103,57,30,7,5,2,1,1,45,43,2,3,69,0,44,13
513007131,0,,,505,247,258,50,28,22,455,219,236,275,143,132,434,207,227,180,76,104,77,27,50,3,2,1,214,214,55,84,41,16,14,3,1,159,140,19,9,124,1,39,36
513007132,0,,,1295,631,664,162,89,73,1132,541,591,721,367,354,1084,514,570,411,174,237,203,83,120,17,8,9,528,526,143,187,97,76,13,7,3,380,349,31,55,225,23,34,98
513007133,0,,,681,304,377,67,31,36,610,271,339,344,160,184,583,257,326,266,111,155,101,46,55,0,0,0,320,320,105,121,55,27,11,1,0,212,200,12,22,185,5,71,64
513007134,0,,,1159,538,621,140,74,66,1014,461,553,657,299,358,964,440,524,357,162,195,163,78,85,6,4,2,509,508,137,196,101,49,23,1,1,367,337,30,47,243,13,64,99
513007141,0,,,293,143,150,67,35,32,225,107,118,155,75,80,216,104,112,70,32,38,28,11,17,1,0,1,97,97,14,29,18,24,6,3,3,83,70,13,25,47,1,6,15
513007142,0,,,20,8,12,0,0,0,20,8,12,12,6,6,20,8,12,8,2,6,4,1,3,0,0,0,9,9,1,6,1,1,0,0,0,8,7,1,0,6,0,1,1
513007143,0,,,205,98,107,18,6,12,185,91,94,116,61,55,179,85,94,69,30,39,34,13,21,0,0,0,69,69,7,23,18,11,6,4,0,61,44,17,7,41,0,2,10
513007144,0,,,56,27,29,8,3,5,48,24,24,35,20,15,48,24,24,13,4,9,8,2,6,0,0,0,16,16,1,3,4,3,5,0,0,14,9,5,2,9,0,1,0
513007151,0,,,51,26,25,5,2,3,45,23,22,27,15,12,43,21,22,18,8,10,6,3,3,0,0,0,26,26,13,6,4,2,0,1,0,13,11,2,2,12,2,4,3
513007152,0,,,2019,927,1092,233,115,118,1775,805,970,1226,564,662,1694,767,927,549,241,308,226,87,139,12,6,6,974,974,342,360,158,92,18,3,1,628,603,25,70,408,16,153,141
513007153,0,,,141,68,73,22,11,11,119,57,62,70,35,35,118,56,62,49,22,27,27,11,16,2,1,1,53,53,9,19,14,7,2,0,2,43,36,7,8,31,1,7,10
513007154,0,,,814,404,410,133,74,59,674,324,350,456,229,227,646,310,336,218,95,123,122,47,75,1,1,0,342,342,102,112,57,48,16,5,2,235,210,25,44,150,13,39,53
513007161,0,,,1692,799,893,234,127,107,1443,664,779,1135,536,599,1371,634,737,308,128,180,135,47,88,15,9,6,794,794,346,194,113,101,29,8,3,443,407,36,64,230,72,90,55
513007162,0,,,563,271,292,102,57,45,460,213,247,375,177,198,430,196,234,85,36,49,33,12,21,0,0,0,233,233,64,75,45,37,9,2,1,169,157,12,29,58,8,14,17
513007163,0,,,1681,811,870,264,123,141,1401,680,721,1094,536,558,1335,647,688,307,144,163,124,52,72,18,11,7,653,652,199,202,131,91,25,3,1,446,421,25,94,154,28,38,52
513007164,0,,,396,193,203,41,21,20,354,171,183,271,134,137,333,161,172,83,37,46,44,15,29,2,1,1,174,174,63,41,37,25,8,0,0,110,99,11,14,60,9,18,15
513007171,0,,,713,357,356,168,84,84,541,272,269,455,232,223,491,249,242,86,40,46,39,18,21,1,1,0,265,265,63,71,54,47,25,4,1,199,190,9,44,62,15,12,26
513007172,0,,,35,18,17,6,4,2,29,14,15,14,7,7,29,14,15,15,7,8,7,4,3,0,0,0,14,14,3,8,0,1,1,0,1,11,9,2,2,9,1,0,5
513007173,0,,,455,228,227,87,49,38,368,179,189,273,135,138,341,164,177,95,44,51,34,17,17,5,3,2,159,159,18,51,44,34,8,2,2,140,125,15,30,59,2,8,23
513007174,0,,,1042,502,540,155,76,79,885,425,460,565,282,283,833,392,441,320,143,177,157,72,85,4,3,1,394,392,77,135,87,63,21,8,1,313,284,29,51,196,1,44,67
513007181,0,,,31,14,17,0,0,0,31,14,17,18,9,9,31,14,17,13,5,8,6,1,5,0,0,0,11,11,1,3,4,3,0,0,0,10,7,3,0,9,0,0,0
513007182,0,,,1138,545,593,89,50,39,1048,495,553,645,290,355,1006,476,530,403,205,198,120,49,71,2,1,1,471,471,84,209,105,52,15,5,1,383,350,33,23,264,1,47,117
513007183,0,,,138,65,73,4,2,2,134,63,71,60,30,30,131,63,68,74,33,41,39,15,24,0,0,0,59,59,15,24,12,4,1,3,0,44,34,10,1,47,0,9,16
513007184,0,,,952,446,506,166,84,82,785,361,424,619,286,333,719,335,384,166,75,91,61,23,38,10,4,6,325,325,33,111,71,73,30,7,0,290,259,31,38,107,3,11,42
513007191,0,,,1377,581,796,184,94,90,1191,485,706,777,315,462,1129,463,666,414,170,244,212,86,126,8,3,5,608,608,178,225,112,64,20,6,3,428,400,28,50,294,11,106,100
513007192,0,,,741,323,418,89,50,39,651,272,379,411,186,225,631,264,367,240,86,154,117,37,80,9,3,6,410,410,210,115,49,28,6,2,0,198,184,14,31,197,25,115,34
513007193,0,,,1225,598,627,138,66,72,1079,528,551,694,346,348,1040,508,532,385,182,203,168,68,100,12,8,4,518,517,140,188,107,48,29,4,1,374,333,41,46,250,33,56,86
513007194,0,,,819,389,430,73,33,40,740,352,388,482,239,243,719,339,380,258,113,145,122,52,70,31,3,28,380,379,150,114,70,31,11,3,0,227,204,23,20,160,28,39,52
513007231,0,,,83,37,46,10,8,2,73,29,44,50,20,30,68,28,40,23,9,14,12,2,10,0,0,0,35,34,12,11,5,6,0,0,0,22,22,0,3,9,2,4,4
513007232,0,,,1726,827,899,179,105,74,1540,718,822,957,483,474,1463,676,787,583,235,348,312,113,199,20,8,12,655,643,229,205,103,66,27,11,2,408,366,42,57,274,70,76,104
513007233,0,,,950,416,534,90,40,50,858,374,484,503,234,269,817,352,465,355,140,215,170,70,100,8,0,8,464,464,181,153,75,42,8,5,0,280,251,29,22,252,26,91,77
513007234,0,,,1185,542,643,158,88,70,1023,453,570,717,327,390,970,428,542,306,126,180,125,49,76,2,1,1,496,496,140,166,93,66,20,8,3,351,314,37,41,205,29,60,66
513007241,0,,,310,140,170,42,21,21,268,119,149,171,81,90,253,113,140,97,38,59,44,15,29,0,0,0,129,129,26,51,29,21,1,1,0,103,95,8,15,66,3,12,27
513007242,0,,,36,20,16,2,2,0,34,18,16,15,10,5,34,18,16,19,8,11,13,5,8,0,0,0,14,14,4,5,2,2,0,0,1,9,6,3,0,11,0,2,5
513007243,0,,,439,210,229,41,23,18,397,186,211,230,114,116,387,181,206,167,72,95,85,30,55,0,0,0,156,154,35,52,33,23,9,1,1,117,109,8,13,78,9,15,33
513007244,0,,,37,20,17,3,3,0,34,17,17,18,12,6,34,17,17,16,5,11,6,2,4,0,0,0,18,18,7,5,5,0,1,0,0,11,10,1,1,12,0,5,3
513007251,0,,,77,30,47,5,0,5,72,30,42,36,13,23,71,30,41,36,17,19,16,6,10,1,0,1,32,32,7,12,8,3,2,0,0,24,20,4,0,24,0,6,9
513007252,0,,,179,81,98,21,14,7,152,65,87,103,43,60,152,65,87,49,22,27,22,10,12,0,0,0,96,95,53,25,9,5,2,1,0,41,38,3,7,27,10,11,9
513007253,1,,513007254,40,17,23,6,3,3,40,17,23,24,11,13,39,17,22,16,6,10,8,2,6,0,0,0,14,14,1,9,3,2,2,0,0,16,14,2,0,11,0,0,5
513007254,2,513007253,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007261,0,,,120,59,61,14,11,3,106,48,58,83,37,46,99,46,53,23,11,12,3,1,2,1,0,1,48,48,14,14,8,7,4,1,0,34,29,5,2,15,1,3,5
513007262,0,,,179,94,85,20,14,6,156,78,78,121,64,57,147,73,74,35,14,21,11,4,7,1,0,1,87,87,31,32,14,8,2,0,0,54,48,6,9,24,4,6,11
513007263,0,,,14,5,9,0,0,0,14,5,9,8,3,5,13,5,8,6,2,4,1,1,0,0,0,0,7,7,2,3,2,0,0,0,0,5,4,1,0,5,0,2,0
513007264,0,,,35,14,21,0,0,0,35,14,21,15,7,8,34,13,21,20,7,13,9,4,5,0,0,0,20,20,8,9,3,0,0,0,0,12,11,1,0,13,0,5,6
513007272,0,,,957,443,514,100,46,54,856,397,459,464,227,237,810,372,438,392,170,222,211,88,123,1,0,1,352,350,59,148,70,56,13,2,2,288,266,22,21,198,4,33,91
513007274,0,,,22,11,11,1,0,1,21,11,10,13,7,6,21,11,10,8,4,4,2,1,1,0,0,0,7,7,0,3,2,1,0,1,0,7,6,1,0,4,0,0,2
513007281,0,,,89,37,52,4,2,2,85,35,50,39,18,21,82,34,48,46,17,29,20,9,11,1,1,0,43,43,14,17,8,3,1,0,0,28,24,4,1,33,0,13,10
513007282,0,,,822,393,429,59,38,21,763,355,408,439,213,226,737,341,396,324,142,182,120,51,69,2,1,1,352,352,79,152,69,37,10,2,3,272,244,28,13,212,2,44,79
513007291,1,,513007293,1249,624,625,145,83,62,1107,541,566,694,347,347,1052,509,543,413,194,219,175,87,88,12,6,6,507,507,107,206,88,79,22,5,2,400,354,46,32,267,14,49,119
513007292,0,,,1462,694,768,196,102,94,1265,592,673,876,420,456,1189,546,643,389,172,217,187,78,109,6,1,5,605,605,149,216,122,82,30,5,1,454,413,41,61,257,19,56,96
513007293,2,513007291,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007294,0,,,594,270,324,61,36,25,533,234,299,242,128,114,509,221,288,291,106,185,180,53,127,3,3,0,185,183,51,73,23,19,10,6,1,132,119,13,13,97,6,27,37
513007321,0,,,41,27,14,8,7,1,33,20,13,26,17,9,32,19,13,7,3,4,3,2,1,0,0,0,20,20,9,5,4,0,2,0,0,11,11,0,3,4,2,1,2
513007322,0,,,1009,476,533,106,55,51,903,421,482,520,263,257,864,400,464,383,158,225,163,67,96,7,2,5,442,442,157,128,74,59,13,7,4,283,235,48,33,266,10,99,70
513007324,0,,,489,225,264,52,25,27,434,198,236,260,120,140,416,188,228,174,78,96,73,25,48,3,3,0,189,189,43,58,42,30,12,4,0,143,113,30,14,113,1,27,31
513007331,0,,,1588,750,838,193,111,82,1390,636,754,898,449,449,1319,603,716,492,187,305,265,98,167,7,4,3,685,682,206,224,135,86,22,7,2,467,409,58,60,344,25,109,87
513007332,0,,,353,164,189,85,41,44,268,123,145,194,90,104,258,120,138,74,33,41,37,17,20,0,0,0,129,129,22,36,37,26,6,1,1,106,98,8,42,50,3,16,17
513007333,0,,,1014,491,523,130,65,65,879,423,456,673,327,346,826,396,430,206,96,110,90,35,55,3,1,2,399,399,95,127,83,70,13,9,2,300,264,36,37,143,15,18,52
513007334,0,,,645,309,336,128,65,63,514,242,272,361,174,187,466,222,244,153,68,85,74,32,42,8,5,3,228,227,39,74,46,37,28,1,2,186,169,17,26,99,1,25,32
513007341,0,,,49,22,27,7,5,2,42,17,25,25,10,15,42,17,25,17,7,10,15,7,8,0,0,0,18,18,3,5,6,2,2,0,0,15,14,1,2,11,0,3,2
513007342,0,,,101,47,54,14,7,7,86,39,47,55,26,29,84,37,47,31,13,18,12,4,8,0,0,0,35,35,8,12,4,6,2,0,3,26,21,5,4,21,0,6,5
513007343,0,,,521,241,280,69,35,34,452,206,246,294,138,156,420,191,229,158,68,90,72,31,41,1,0,1,192,191,28,78,32,38,8,7,0,163,145,18,15,104,0,21,39
513007351,0,,,108,55,53,1,0,1,107,55,52,82,44,38,103,53,50,25,11,14,11,4,7,2,1,1,6,5,1,2,2,0,0,0,0,4,4,0,1,0,0,0,0
513007353,0,,,42,21,21,1,1,0,41,20,21,26,15,11,41,20,21,15,5,10,10,3,7,0,0,0,16,16,3,4,6,2,1,0,0,12,7,5,0,9,0,2,1
513007362,0,,,23,11,12,4,1,3,19,10,9,11,6,5,19,10,9,8,4,4,5,3,2,0,0,0,8,8,1,1,4,2,0,0,0,7,5,2,2,4,0,1,1
513007363,2,513007364,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007364,1,,513007363,72,33,39,5,3,2,70,32,38,38,17,21,69,32,37,32,15,17,14,9,5,0,0,0,29,29,5,13,7,3,1,1,0,25,20,5,2,22,0,4,9
513007392,0,,,87,12,75,0,0,0,87,12,75,2,1,1,87,12,75,85,11,74,81,9,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513007422,0,,,486,166,320,17,7,10,469,159,310,113,56,57,459,154,305,356,103,253,290,70,220,0,0,0,72,67,14,19,17,12,2,2,1,52,44,8,4,43,0,12,13
513007431,0,,,265,131,134,17,7,10,248,124,124,141,73,68,243,120,123,107,51,56,50,23,27,11,6,5,89,87,38,22,16,7,3,1,0,48,44,4,4,44,8,17,13
513007432,0,,,246,113,133,84,39,45,161,73,88,129,58,71,149,67,82,32,15,17,12,3,9,6,4,2,65,65,3,10,8,24,18,1,1,61,50,11,23,21,0,1,6
513007433,0,,,165,75,90,11,4,7,154,71,83,88,45,43,147,68,79,66,26,40,31,10,21,8,4,4,65,65,16,22,12,10,3,1,1,49,36,13,2,46,0,13,10
513007434,0,,,250,134,116,73,43,30,177,91,86,133,71,62,168,85,83,44,20,24,16,4,12,1,0,1,75,75,7,17,15,20,13,2,1,68,59,9,14,28,0,3,9
513007441,2,513007442,,52,25,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007442,1,,513007441,11,3,8,0,0,0,63,28,35,52,26,26,60,27,33,11,2,9,6,1,5,0,0,0,7,7,4,2,3,0,0,0,0,5,5,0,0,7,0,3,1
513007451,1,,513007453,13,8,5,0,0,0,21,13,8,11,7,4,19,12,7,10,6,4,6,4,2,0,0,0,5,5,0,3,3,0,0,1,0,7,5,2,0,6,0,0,2
513007453,2,513007451,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007462,0,,,226,76,150,3,2,1,223,74,149,58,28,30,222,74,148,165,46,119,128,23,105,0,0,0,28,26,3,12,5,4,2,0,0,23,17,6,0,20,0,3,8
513007464,0,,,31,14,17,0,0,0,31,14,17,12,6,6,30,13,17,19,8,11,11,5,6,0,0,0,12,12,1,6,2,3,0,0,0,11,9,2,0,11,0,1,5
513007494,2,513007582,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007531,0,,,183,91,92,19,11,8,164,80,84,86,46,40,159,78,81,78,34,44,39,16,23,0,0,0,99,99,58,20,6,10,3,2,0,40,32,8,5,64,0,41,8
513007532,0,,,50,25,25,6,3,3,44,22,22,31,15,16,43,21,22,13,7,6,5,3,2,0,0,0,19,19,4,7,2,4,2,0,0,15,11,4,2,8,0,0,3
513007533,0,,,200,96,104,15,10,5,185,86,99,90,49,41,184,86,98,95,37,58,57,14,43,1,1,0,64,63,13,16,17,10,4,3,0,50,35,15,4,45,0,7,8
513007534,0,,,121,55,66,15,6,9,106,49,57,65,31,34,99,45,54,41,18,23,13,6,7,1,0,1,46,46,8,16,11,7,4,0,0,37,31,6,5,27,0,5,9
513007541,0,,,42,24,18,16,10,6,26,14,12,24,13,11,24,12,12,2,1,1,1,1,0,0,0,0,12,12,0,3,2,6,0,1,0,12,12,0,5,1,0,0,1
513007543,0,,,14,5,9,0,0,0,14,5,9,8,3,5,14,5,9,6,2,4,3,1,2,0,0,0,5,5,1,0,3,1,0,0,0,4,3,1,0,4,0,1,0
513007551,0,,,17,7,10,1,0,1,16,7,9,12,5,7,16,7,9,4,2,2,1,0,1,0,0,0,6,6,2,0,2,1,1,0,0,4,3,1,1,3,1,1,0
513007562,1,,513007564,17,9,8,0,0,0,25,13,12,15,9,6,24,13,11,10,4,6,4,1,3,0,0,0,8,8,3,4,3,0,1,0,0,8,7,1,0,7,0,3,2
513007564,2,513007562,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007571,2,513007573,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007572,0,,,22,10,12,0,0,0,22,10,12,7,4,3,22,10,12,15,6,9,10,4,6,0,0,0,11,11,4,5,0,2,0,0,0,7,6,1,0,10,0,3,3
513007573,1,,513007571,74,31,43,4,1,3,73,31,42,32,13,19,73,31,42,41,18,23,16,7,9,0,0,0,32,32,6,18,6,3,1,0,0,27,22,5,2,23,0,3,13
513007574,0,,,23,11,12,0,0,0,23,11,12,10,6,4,23,11,12,13,5,8,6,2,4,0,0,0,9,9,1,4,2,2,0,0,0,8,4,4,0,8,0,1,3
513007582,1,,513007494,31,17,14,2,2,0,33,16,17,15,7,8,31,14,17,18,9,9,11,6,5,0,0,0,14,14,3,10,2,0,0,1,0,13,12,1,1,12,0,2,5
513007584,0,,,21,10,11,1,0,1,20,10,10,14,8,6,18,9,9,6,2,4,1,0,1,0,0,0,7,7,0,3,1,3,0,0,0,7,5,2,0,4,0,0,1
513007591,0,,,18,9,9,0,0,0,18,9,9,11,6,5,17,8,9,7,3,4,5,2,3,0,0,0,6,6,0,2,3,0,1,0,0,6,4,2,0,4,0,0,1
513007593,0,,,31,15,16,0,0,0,31,15,16,23,12,11,28,14,14,8,3,5,4,1,3,0,0,0,11,11,2,2,3,4,0,0,0,9,5,4,0,6,0,1,0
513007594,0,,,37,18,19,7,2,5,30,16,14,16,8,8,28,14,14,14,8,6,4,2,2,0,0,0,11,11,1,5,0,1,2,2,0,10,6,4,2,9,0,1,4
513007631,0,,,41,20,21,3,1,2,38,19,19,26,15,11,38,19,19,12,4,8,5,1,4,0,0,0,16,16,2,8,2,3,1,0,0,14,8,6,1,10,0,1,2
513007632,0,,,51,22,29,2,0,2,49,22,27,32,16,16,49,22,27,17,6,11,4,1,3,0,0,0,20,20,5,7,3,2,3,0,0,15,12,3,1,11,0,2,4
513007633,2,513007634,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007634,1,,513007633,9,4,5,3,1,2,14,7,7,8,4,4,14,7,7,6,3,3,1,0,1,0,0,0,3,3,0,3,2,0,1,0,0,6,6,0,1,4,0,0,1
513007671,0,,,46,21,25,3,2,1,43,19,24,24,12,12,42,18,24,19,7,12,13,4,9,0,0,0,18,18,4,4,6,4,0,0,0,14,11,3,2,11,1,2,2
513007673,0,,,40,21,19,0,0,0,40,21,19,21,13,8,40,21,19,19,8,11,9,1,8,0,0,0,18,18,6,6,2,4,0,0,0,12,9,3,0,14,0,5,2
513007682,2,513007691,,155,55,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513007691,1,,513007682,68,31,37,9,4,5,214,82,132,74,41,33,209,80,129,140,41,99,124,35,89,1,0,1,28,28,10,10,3,5,1,0,1,20,18,2,3,16,0,6,4
