KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
513903984,2,513903983,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513904504,2,513904633,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513904633,1,,513904504,88,41,47,6,3,3,91,44,47,38,19,19,89,43,46,53,25,28,19,8,11,2,0,2,50,50,24,23,5,3,0,0,0,31,28,3,3,40,2,17,12
513904731,0,,,106,61,45,6,2,4,100,59,41,61,37,24,96,56,40,39,22,17,15,6,9,4,1,3,70,70,44,20,3,2,1,0,0,25,24,1,2,30,7,15,8
513904732,0,,,250,133,117,19,9,10,231,124,107,134,77,57,226,121,105,97,47,50,49,20,29,6,1,5,152,152,83,50,12,4,3,0,0,67,64,3,4,73,10,34,19
513904734,0,,,33,18,15,4,2,2,29,16,13,15,10,5,29,16,13,14,6,8,5,2,3,1,0,1,21,21,13,5,2,1,0,0,0,8,7,1,3,11,1,6,3
513904743,0,,,39,19,20,8,3,5,31,16,15,19,9,10,31,16,15,12,7,5,4,3,1,0,0,0,18,18,5,10,0,1,2,0,0,13,13,0,3,9,0,2,6
513904842,0,,,15,8,7,0,0,0,15,8,7,7,4,3,15,8,7,8,4,4,6,3,3,0,0,0,8,8,2,5,1,0,0,0,0,6,6,0,0,4,0,0,3
513904944,0,,,10,4,6,0,0,0,10,4,6,6,2,4,10,4,6,4,2,2,2,0,2,0,0,0,7,7,4,3,0,0,0,0,0,2,2,0,0,4,1,2,0
513913193,0,,,68,35,33,4,2,2,64,33,31,33,22,11,64,33,31,31,11,20,19,6,13,1,0,1,43,43,22,18,2,1,0,0,0,20,19,1,2,22,0,9,9
513913291,0,,,73,43,30,7,6,1,66,37,29,37,23,14,66,37,29,29,14,15,11,4,7,1,0,1,40,40,17,16,4,3,0,0,0,23,23,0,4,21,2,7,8
513913394,0,,,45,20,25,4,1,3,41,19,22,20,11,9,41,19,22,21,8,13,15,5,10,0,0,0,27,27,15,9,1,1,1,0,0,12,12,0,1,17,0,12,3
513914042,2,513914142,,18,17,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513914142,1,,513914042;513914151,5,2,3,0,0,0,28,22,6,21,19,2,27,21,6,7,3,4,4,1,3,7,6,1,3,3,21,2,1,0,0,0,0,3,3,0,0,5,9,2,1
513914151,2,513914142,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513914303,0,,,119,69,50,10,6,4,109,63,46,65,42,23,106,61,45,44,21,23,32,12,20,1,0,1,72,72,45,14,8,3,2,0,0,27,26,1,5,36,7,24,5
513914342,0,,,46,30,16,8,7,1,38,23,15,35,22,13,38,23,15,3,1,2,1,0,1,0,0,0,26,26,17,3,3,1,2,0,0,9,9,0,3,2,2,1,1
513914343,0,,,36,19,17,0,0,0,36,19,17,15,9,6,36,19,17,21,10,11,12,5,7,1,0,1,25,25,16,7,2,0,0,0,0,9,9,0,0,17,1,11,2
513914402,0,,,175,87,88,19,13,6,156,74,82,84,49,35,154,74,80,72,25,47,48,11,37,1,0,1,103,103,57,29,9,7,1,0,0,46,43,3,6,55,4,29,14
513914411,0,,,93,60,33,6,4,2,87,56,31,81,52,29,87,56,31,6,4,2,1,0,1,0,0,0,76,76,64,9,1,2,0,0,0,12,11,1,0,5,29,3,1
513914412,0,,,72,39,33,6,4,2,66,35,31,38,24,14,65,34,31,28,11,17,20,8,12,0,0,0,46,46,30,10,4,1,0,1,0,16,16,0,3,23,0,15,5
513914414,0,,,67,37,30,6,3,3,61,34,27,37,23,14,56,31,25,24,11,13,12,4,8,1,0,1,37,37,20,9,4,3,1,0,0,17,15,2,2,16,2,7,5
513914421,0,,,13,9,4,0,0,0,13,9,4,9,6,3,13,9,4,4,3,1,2,1,1,0,0,0,11,11,9,2,0,0,0,0,0,2,2,0,0,4,1,3,0
513914423,0,,,195,103,92,23,13,10,172,90,82,90,47,43,170,90,80,82,43,39,40,16,24,3,0,3,106,106,48,40,9,5,4,0,0,57,56,1,10,62,2,26,24
513914432,0,,,34,18,16,0,0,0,34,18,16,20,13,7,32,17,15,14,5,9,9,3,6,2,0,2,25,25,18,5,2,0,0,0,0,7,6,1,0,11,1,6,3
513921304,2,513921402,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513921311,2,513921412,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513921312,2,513921412,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513921402,1,,513921304,427,220,207,80,43,37,353,181,172,270,141,129,338,173,165,83,40,43,39,19,20,1,1,0,187,187,71,57,26,21,10,6,0,116,99,17,27,61,19,17,13
513921404,0,,,673,342,331,91,49,42,582,293,289,361,189,172,551,278,273,221,104,117,106,42,64,1,0,1,274,274,74,95,47,32,22,2,2,197,159,38,21,151,6,34,43
513921411,0,,,126,58,68,11,5,6,115,53,62,78,38,40,110,52,58,37,15,22,19,6,13,0,0,0,57,57,15,24,11,6,0,1,0,42,40,2,3,27,0,6,10
513921412,1,,513921311;513921312,7,4,3,5,4,1,12,6,6,10,6,4,9,3,6,2,0,2,0,0,0,0,0,0,3,3,2,1,2,0,0,0,1,4,4,0,1,2,0,2,0
513921413,0,,,102,52,50,12,7,5,90,45,45,64,34,30,83,41,42,26,11,15,11,4,7,0,0,0,35,35,4,12,7,7,5,0,0,31,25,6,3,19,1,2,5
513921502,1,,513921504,117,64,53,15,8,7,103,57,46,65,37,28,99,53,46,38,20,18,22,11,11,0,0,0,46,46,12,16,8,7,2,2,0,35,27,8,4,26,1,4,8
513921504,2,513921502,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513921511,1,,513921512,344,182,162,70,32,38,279,151,128,207,119,88,268,144,124,72,32,40,36,15,21,0,0,0,156,156,63,48,21,16,5,5,1,96,84,12,20,51,7,17,17
513921512,2,513921511,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513921513,0,,,21,14,7,2,0,2,19,14,5,19,14,5,19,14,5,0,0,0,0,0,0,0,0,0,15,15,12,1,1,1,0,0,0,3,3,0,0,0,2,0,0
513921602,1,,513921603,49,20,29,0,0,0,52,21,31,6,3,3,52,21,31,46,18,28,39,13,26,0,0,0,5,4,4,2,0,0,0,0,0,2,2,0,0,2,0,0,2
513921603,2,513921602,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513931873,0,,,116,58,58,9,5,4,107,53,54,62,34,28,107,53,54,45,19,26,31,11,20,0,0,0,63,63,25,29,5,2,2,0,0,38,37,1,1,31,0,12,11
513931874,0,,,77,33,44,5,1,4,72,32,40,32,16,16,70,30,40,40,16,24,20,8,12,0,0,0,38,38,15,13,5,4,1,0,0,22,20,2,1,30,0,15,8
513931971,0,,,210,101,109,30,13,17,180,88,92,106,55,51,177,86,91,74,33,41,36,15,21,0,0,0,100,97,33,40,10,9,3,1,1,64,56,8,11,50,6,13,19
513931972,0,,,116,54,62,9,4,5,107,50,57,44,23,21,104,47,57,63,27,36,36,15,21,0,0,0,61,61,21,31,5,3,0,1,0,40,40,0,3,43,2,16,19
513941394,0,,,38,7,31,0,0,0,38,7,31,0,0,0,38,7,31,38,7,31,36,5,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513942302,0,,,43,22,21,5,4,1,38,18,20,28,14,14,37,17,20,10,4,6,6,3,3,0,0,0,23,23,12,7,1,1,2,0,0,11,10,1,2,7,3,2,3
513942401,0,,,56,31,25,13,7,6,43,24,19,32,18,14,43,24,19,11,6,5,4,2,2,1,1,0,26,26,11,6,4,4,1,0,0,15,15,0,6,8,1,4,4
513942402,0,,,99,50,49,15,7,8,84,43,41,74,37,37,84,43,41,10,6,4,3,1,2,0,0,0,52,52,26,13,6,6,1,0,0,26,24,2,9,7,5,3,1
513942403,0,,,465,240,225,60,23,37,405,217,188,252,150,102,397,211,186,153,67,86,75,28,47,3,2,1,209,209,74,62,39,23,9,1,1,134,103,31,21,104,7,24,29
513942404,0,,,372,177,195,35,18,17,337,159,178,193,100,93,323,154,169,144,59,85,80,25,55,1,0,1,172,172,56,66,23,20,7,0,0,115,96,19,11,98,0,33,35
513942411,0,,,45,37,8,6,3,3,39,34,5,37,32,5,39,34,5,2,2,0,0,0,0,0,0,0,34,34,29,3,0,1,0,1,0,5,5,0,1,2,11,1,1
513942501,0,,,421,202,219,51,23,28,370,179,191,197,102,95,357,171,186,173,77,96,100,41,59,1,0,1,176,176,44,65,37,19,8,1,2,131,108,23,10,114,1,28,38
513942502,0,,,221,99,122,26,12,14,195,87,108,101,48,53,187,84,103,94,39,55,54,21,33,0,0,0,92,92,26,33,15,10,5,2,1,66,49,17,7,66,0,22,18
513942503,0,,,125,57,68,13,6,7,112,51,61,60,28,32,108,48,60,52,23,29,25,9,16,1,0,1,57,57,19,20,10,5,2,1,0,37,32,5,1,38,0,14,13
513942611,0,,,40,23,17,8,5,3,32,18,14,28,15,13,32,18,14,4,3,1,1,1,0,0,0,0,17,17,7,2,3,5,0,0,0,10,9,1,2,3,1,0,1
513942914,0,,,14,8,6,6,4,2,8,4,4,5,3,2,8,4,4,3,1,2,2,1,1,0,0,0,4,4,0,2,0,0,2,0,0,4,4,0,1,2,0,0,1
513942923,0,,,61,33,28,15,9,6,46,24,22,31,14,17,45,24,21,15,10,5,6,3,3,0,0,0,29,29,12,8,4,4,1,0,0,17,17,0,5,12,0,7,4
513952021,0,,,35,16,19,0,0,0,35,16,19,21,11,10,34,16,18,14,5,9,9,3,6,2,1,1,17,17,4,10,2,0,1,0,0,13,12,1,0,10,0,2,3
513952022,0,,,52,28,24,3,2,1,49,26,23,27,15,12,48,25,23,22,11,11,12,4,8,0,0,0,26,26,12,7,3,3,1,0,0,14,11,3,2,16,0,7,4
513952024,0,,,143,68,75,7,3,4,136,65,71,73,34,39,133,63,70,63,31,32,28,11,17,1,0,1,64,64,19,24,13,4,3,1,0,44,36,8,3,39,2,8,11
513962321,0,,,66,41,25,17,13,4,49,28,21,47,28,19,49,28,21,2,0,2,1,0,1,0,0,0,35,35,20,7,3,3,1,1,0,14,14,0,5,2,3,0,0
513962323,0,,,271,150,121,37,16,21,234,134,100,158,95,63,234,134,100,76,39,37,35,15,20,1,0,1,159,158,86,47,12,11,2,0,0,72,72,0,11,55,15,27,21
